"""relig"",""polviews"",""year"",""At_NonAt"",""Wing"""
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Catholic,Slightly Liberal,1975,Religious,Left
None,Liberal,1975,Non_religious,Left
Catholic,Moderate,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
None,Extremely Liberal,1975,Non_religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
None,Liberal,1975,Non_religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
None,Liberal,1975,Non_religious,Left
Protestant,Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
None,Moderate,1975,Non_religious,Other
Catholic,Conservative,1975,Religious,Other
Catholic,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Extrmly Conservative,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
None,Liberal,1975,Non_religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Catholic,Slightly Liberal,1975,Religious,Left
Protestant,Extremely Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Extrmly Conservative,1975,Religious,Other
Other,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
None,Extremely Liberal,1975,Non_religious,Left
Catholic,Slightly Conservative,1975,Religious,Other
Catholic,Slightly Liberal,1975,Religious,Left
None,Slightly Liberal,1975,Non_religious,Left
Catholic,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
None,Slightly Liberal,1975,Non_religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Conservative,1975,Religious,Other
Catholic,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
None,Moderate,1975,Non_religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Extremely Liberal,1975,Religious,Left
Catholic,Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Extrmly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Extremely Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Conservative,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
None,Slightly Liberal,1975,Non_religious,Left
Catholic,Liberal,1975,Religious,Left
Catholic,Slightly Conservative,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
None,Extremely Liberal,1975,Non_religious,Left
Catholic,Conservative,1975,Religious,Other
None,Moderate,1975,Non_religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Catholic,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Extrmly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Extremely Liberal,1975,Religious,Left
Catholic,Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Catholic,Extremely Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
None,Liberal,1975,Non_religious,Left
Catholic,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
None,Slightly Conservative,1975,Non_religious,Other
Catholic,Liberal,1975,Religious,Left
None,Slightly Liberal,1975,Non_religious,Left
Protestant,Conservative,1975,Religious,Other
Protestant,Extremely Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Slightly Liberal,1975,Religious,Left
None,Liberal,1975,Non_religious,Left
Catholic,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
Catholic,Slightly Conservative,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Slightly Conservative,1975,Religious,Other
None,Liberal,1975,Non_religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Slightly Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Catholic,Extrmly Conservative,1975,Religious,Other
None,Moderate,1975,Non_religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Extrmly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
None,Slightly Conservative,1975,Non_religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Extrmly Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
None,Extremely Liberal,1975,Non_religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
None,Extrmly Conservative,1975,Non_religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Conservative,1975,Religious,Other
Catholic,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Slightly Liberal,1975,Religious,Left
Catholic,Liberal,1975,Religious,Left
None,Slightly Conservative,1975,Non_religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Extremely Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
None,Liberal,1975,Non_religious,Left
None,Liberal,1975,Non_religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
None,Moderate,1975,Non_religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
None,Conservative,1975,Non_religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Conservative,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
None,Moderate,1975,Non_religious,Other
None,Slightly Liberal,1975,Non_religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Catholic,Conservative,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
None,Slightly Conservative,1975,Non_religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Extrmly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Extrmly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Catholic,Slightly Liberal,1975,Religious,Left
Catholic,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Extrmly Conservative,1975,Religious,Other
None,Extremely Liberal,1975,Non_religious,Left
Catholic,Conservative,1975,Religious,Other
None,Extremely Liberal,1975,Non_religious,Left
None,Extremely Liberal,1975,Non_religious,Left
None,Liberal,1975,Non_religious,Left
Protestant,Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
None,Liberal,1975,Non_religious,Left
Catholic,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Extrmly Conservative,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
None,Slightly Conservative,1975,Non_religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Catholic,Slightly Liberal,1975,Religious,Left
Protestant,Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
None,Extremely Liberal,1975,Non_religious,Left
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Other,Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Jewish,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Catholic,Slightly Conservative,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
None,Slightly Conservative,1975,Non_religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Catholic,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Conservative,1975,Religious,Other
Catholic,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Slightly Conservative,1975,Religious,Other
Catholic,Slightly Conservative,1975,Religious,Other
Catholic,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Other,Moderate,1975,Religious,Other
Catholic,Extremely Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Extremely Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
None,Slightly Liberal,1975,Non_religious,Left
Protestant,Liberal,1975,Religious,Left
None,Slightly Liberal,1975,Non_religious,Left
Jewish,Moderate,1975,Religious,Other
Catholic,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Catholic,Slightly Conservative,1975,Religious,Other
None,Moderate,1975,Non_religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
Catholic,Slightly Conservative,1975,Religious,Other
Other,Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
None,Liberal,1975,Non_religious,Left
Catholic,Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Extremely Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Slightly Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Extrmly Conservative,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Slightly Liberal,1975,Religious,Left
Catholic,Slightly Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
None,Liberal,1975,Non_religious,Left
Other,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Catholic,Liberal,1975,Religious,Left
Catholic,Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Extremely Liberal,1975,Religious,Left
Catholic,Slightly Conservative,1975,Religious,Other
None,Slightly Liberal,1975,Non_religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Catholic,Liberal,1975,Religious,Left
Catholic,Slightly Liberal,1975,Religious,Left
Catholic,Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Catholic,Slightly Conservative,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
Protestant,Conservative,1975,Religious,Other
Catholic,Slightly Conservative,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Conservative,1975,Religious,Other
Catholic,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Catholic,Slightly Liberal,1975,Religious,Left
None,Slightly Liberal,1975,Non_religious,Left
Catholic,Extrmly Conservative,1975,Religious,Other
Catholic,Slightly Conservative,1975,Religious,Other
Protestant,Extrmly Conservative,1975,Religious,Other
Protestant,Extremely Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Slightly Liberal,1975,Religious,Left
Protestant,Slightly Conservative,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Other,Liberal,1975,Religious,Left
Protestant,Conservative,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Catholic,Extremely Liberal,1975,Religious,Left
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Catholic,Moderate,1975,Religious,Other
Protestant,Liberal,1975,Religious,Left
Protestant,Liberal,1975,Religious,Left
Protestant,Moderate,1975,Religious,Other
Protestant,Moderate,1975,Religious,Other
Catholic,Slightly Liberal,1975,Religious,Left
Catholic,Conservative,1976,Religious,Other
Protestant,Slightly Conservative,1976,Religious,Other
Catholic,Conservative,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Catholic,Slightly Conservative,1976,Religious,Other
Catholic,Extrmly Conservative,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Catholic,Slightly Conservative,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Protestant,Slightly Conservative,1976,Religious,Other
Catholic,Conservative,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Catholic,Slightly Liberal,1976,Religious,Left
Catholic,Conservative,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Protestant,Slightly Liberal,1976,Religious,Left
Catholic,Conservative,1976,Religious,Other
Jewish,Liberal,1976,Religious,Left
Jewish,Liberal,1976,Religious,Left
Catholic,Conservative,1976,Religious,Other
Protestant,Liberal,1976,Religious,Left
Catholic,Moderate,1976,Religious,Other
Jewish,Moderate,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Protestant,Moderate,1976,Religious,Other
Catholic,Slightly Conservative,1976,Religious,Other
Catholic,Conservative,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Catholic,Liberal,1976,Religious,Left
Protestant,Conservative,1976,Religious,Other
Protestant,Moderate,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Protestant,Moderate,1976,Religious,Other
Protestant,Slightly Conservative,1976,Religious,Other
Protestant,Conservative,1976,Religious,Other
Protestant,Moderate,1976,Religious,Other
Protestant,Conservative,1976,Religious,Other
Protestant,Slightly Conservative,1976,Religious,Other
Protestant,Liberal,1976,Religious,Left
Protestant,Moderate,1976,Religious,Other
Protestant,Slightly Liberal,1976,Religious,Left
None,Conservative,1976,Non_religious,Other
Catholic,Slightly Liberal,1976,Religious,Left
Jewish,Moderate,1976,Religious,Other
Protestant,Moderate,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Protestant,Slightly Liberal,1976,Religious,Left
Catholic,Liberal,1976,Religious,Left
Protestant,Moderate,1976,Religious,Other
Jewish,Moderate,1976,Religious,Other
Protestant,Moderate,1976,Religious,Other
Protestant,Moderate,1976,Religious,Other
Protestant,Moderate,1976,Religious,Other
Protestant,Moderate,1976,Religious,Other
None,Slightly Conservative,1976,Non_religious,Other
Protestant,Moderate,1976,Religious,Other
Protestant,Moderate,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Protestant,Moderate,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Protestant,Conservative,1976,Religious,Other
None,Slightly Liberal,1976,Non_religious,Left
Protestant,Slightly Conservative,1976,Religious,Other
Catholic,Slightly Liberal,1976,Religious,Left
Protestant,Liberal,1976,Religious,Left
Catholic,Slightly Liberal,1976,Religious,Left
Protestant,Slightly Liberal,1976,Religious,Left
Protestant,Moderate,1976,Religious,Other
Protestant,Slightly Liberal,1976,Religious,Left
Catholic,Slightly Conservative,1976,Religious,Other
Catholic,Moderate,1976,Religious,Other
Protestant,Conservative,1976,Religious,Other
Jewish,Liberal,1976,Religious,Left
