"","relig","polviews","year","At_NonAt","Wing"
"14855","Protestant","Slightly Conservative",1986,"Religious","Other"
"14856","Protestant","Conservative",1986,"Religious","Other"
"14857","Protestant","Slightly Conservative",1986,"Religious","Other"
"14858","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"14859","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"14860","Catholic","Liberal",1986,"Religious","Liberal"
"14861","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"14862","Protestant","Conservative",1986,"Religious","Other"
"14863","Protestant","Conservative",1986,"Religious","Other"
"14864","None","Slightly Liberal",1986,"Non_religious","Liberal"
"14865","Protestant","Slightly Conservative",1986,"Religious","Other"
"14866","Protestant","Slightly Conservative",1986,"Religious","Other"
"14867","Protestant","Liberal",1986,"Religious","Liberal"
"14868","Protestant","Extrmly Conservative",1986,"Religious","Other"
"14869","Protestant","Moderate",1986,"Religious","Other"
"14870","Protestant","Slightly Conservative",1986,"Religious","Other"
"14871","Protestant","Liberal",1986,"Religious","Liberal"
"14872","Protestant","Conservative",1986,"Religious","Other"
"14873","Protestant","Moderate",1986,"Religious","Other"
"14874","Protestant","Moderate",1986,"Religious","Other"
"14875","Protestant","Conservative",1986,"Religious","Other"
"14876","Protestant","Conservative",1986,"Religious","Other"
"14877","Protestant","Conservative",1986,"Religious","Other"
"14878","Catholic","Slightly Conservative",1986,"Religious","Other"
"14879","Protestant","Extrmly Conservative",1986,"Religious","Other"
"14880","Catholic","Moderate",1986,"Religious","Other"
"14881","Jewish","Conservative",1986,"Religious","Other"
"14882","Protestant","Conservative",1986,"Religious","Other"
"14883","Protestant","Moderate",1986,"Religious","Other"
"14884","Catholic","Moderate",1986,"Religious","Other"
"14885","Catholic","Slightly Conservative",1986,"Religious","Other"
"14886","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"14887","Jewish","Slightly Liberal",1986,"Religious","Liberal"
"14888","Catholic","Conservative",1986,"Religious","Other"
"14889","Protestant","Moderate",1986,"Religious","Other"
"14890","Protestant","Slightly Conservative",1986,"Religious","Other"
"14891","Protestant","Conservative",1986,"Religious","Other"
"14892","Protestant","Slightly Conservative",1986,"Religious","Other"
"14893","Protestant","Slightly Conservative",1986,"Religious","Other"
"14894","Protestant","Slightly Conservative",1986,"Religious","Other"
"14895","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"14896","Protestant","Slightly Conservative",1986,"Religious","Other"
"14897","Protestant","Conservative",1986,"Religious","Other"
"14898","Protestant","Slightly Conservative",1986,"Religious","Other"
"14899","Protestant","Moderate",1986,"Religious","Other"
"14900","Protestant","Slightly Conservative",1986,"Religious","Other"
"14901","Protestant","Slightly Conservative",1986,"Religious","Other"
"14902","Protestant","Conservative",1986,"Religious","Other"
"14903","Protestant","Moderate",1986,"Religious","Other"
"14904","Protestant","Conservative",1986,"Religious","Other"
"14905","Protestant","Moderate",1986,"Religious","Other"
"14906","Protestant","Moderate",1986,"Religious","Other"
"14907","Protestant","Extrmly Conservative",1986,"Religious","Other"
"14908","Protestant","Moderate",1986,"Religious","Other"
"14909","Protestant","Slightly Conservative",1986,"Religious","Other"
"14910","Protestant","Slightly Conservative",1986,"Religious","Other"
"14911","None","Slightly Liberal",1986,"Non_religious","Liberal"
"14912","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"14913","Catholic","Slightly Liberal",1986,"Religious","Liberal"
"14914","Protestant","Moderate",1986,"Religious","Other"
"14915","Protestant","Moderate",1986,"Religious","Other"
"14916","Catholic","Conservative",1986,"Religious","Other"
"14917","Protestant","Moderate",1986,"Religious","Other"
"14918","Protestant","Moderate",1986,"Religious","Other"
"14919","Protestant","Conservative",1986,"Religious","Other"
"14920","Protestant","Moderate",1986,"Religious","Other"
"14921","Protestant","Slightly Conservative",1986,"Religious","Other"
"14922","Catholic","Moderate",1986,"Religious","Other"
"14923","Protestant","Moderate",1986,"Religious","Other"
"14924","Catholic","Slightly Liberal",1986,"Religious","Liberal"
"14925","Catholic","Slightly Conservative",1986,"Religious","Other"
"14926","Protestant","Moderate",1986,"Religious","Other"
"14927","Protestant","Moderate",1986,"Religious","Other"
"14928","Protestant","Moderate",1986,"Religious","Other"
"14929","Protestant","Moderate",1986,"Religious","Other"
"14930","Catholic","Moderate",1986,"Religious","Other"
"14931","Protestant","Liberal",1986,"Religious","Liberal"
"14932","Protestant","Moderate",1986,"Religious","Other"
"14933","Protestant","Slightly Conservative",1986,"Religious","Other"
"14934","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"14935","Protestant","Extrmly Conservative",1986,"Religious","Other"
"14936","None","Slightly Liberal",1986,"Non_religious","Liberal"
"14937","Protestant","Moderate",1986,"Religious","Other"
"14938","None","Slightly Conservative",1986,"Non_religious","Other"
"14939","Protestant","Liberal",1986,"Religious","Liberal"
"14940","Jewish","Moderate",1986,"Religious","Other"
"14941","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"14942","Protestant","Conservative",1986,"Religious","Other"
"14943","Catholic","Moderate",1986,"Religious","Other"
"14944","Catholic","Liberal",1986,"Religious","Liberal"
"14945","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"14946","Catholic","Conservative",1986,"Religious","Other"
"14947","Protestant","Moderate",1986,"Religious","Other"
"14948","Catholic","Slightly Conservative",1986,"Religious","Other"
"14949","Protestant","Moderate",1986,"Religious","Other"
"14950","Catholic","Extremely Liberal",1986,"Religious","Liberal"
"14951","Other","Liberal",1986,"Religious","Liberal"
"14952","Catholic","Slightly Conservative",1986,"Religious","Other"
"14953","Catholic","Moderate",1986,"Religious","Other"
"14954","Other","Liberal",1986,"Religious","Liberal"
"14955","Catholic","Moderate",1986,"Religious","Other"
"14956","Protestant","Extremely Liberal",1986,"Religious","Liberal"
"14957","None","Moderate",1986,"Non_religious","Other"
"14958","Catholic","Moderate",1986,"Religious","Other"
"14959","Protestant","Moderate",1986,"Religious","Other"
"14960","Catholic","Moderate",1986,"Religious","Other"
"14961","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"14962","Catholic","Slightly Liberal",1986,"Religious","Liberal"
"14963","Protestant","Extrmly Conservative",1986,"Religious","Other"
"14964","None","Conservative",1986,"Non_religious","Other"
"14965","Protestant","Moderate",1986,"Religious","Other"
"14966","Protestant","Moderate",1986,"Religious","Other"
"14967","Protestant","Conservative",1986,"Religious","Other"
"14968","Protestant","Moderate",1986,"Religious","Other"
"14969","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"14970","Protestant","Moderate",1986,"Religious","Other"
"14971","Protestant","Conservative",1986,"Religious","Other"
"14972","None","Slightly Conservative",1986,"Non_religious","Other"
"14973","Catholic","Moderate",1986,"Religious","Other"
"14974","Protestant","Moderate",1986,"Religious","Other"
"14975","Protestant","Extrmly Conservative",1986,"Religious","Other"
"14976","Protestant","Conservative",1986,"Religious","Other"
"14977","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"14978","None","Moderate",1986,"Non_religious","Other"
"14979","Protestant","Moderate",1986,"Religious","Other"
"14980","Protestant","Moderate",1986,"Religious","Other"
"14981","None","Conservative",1986,"Non_religious","Other"
"14982","Protestant","Moderate",1986,"Religious","Other"
"14983","Protestant","Conservative",1986,"Religious","Other"
"14984","Protestant","Moderate",1986,"Religious","Other"
"14985","Protestant","Conservative",1986,"Religious","Other"
"14986","Protestant","Moderate",1986,"Religious","Other"
"14987","None","Moderate",1986,"Non_religious","Other"
"14988","Catholic","Liberal",1986,"Religious","Liberal"
"14989","Protestant","Moderate",1986,"Religious","Other"
"14990","Catholic","Slightly Liberal",1986,"Religious","Liberal"
"14991","Protestant","Conservative",1986,"Religious","Other"
"14992","Protestant","Slightly Conservative",1986,"Religious","Other"
"14993","Protestant","Slightly Conservative",1986,"Religious","Other"
"14994","Protestant","Moderate",1986,"Religious","Other"
"14995","Protestant","Moderate",1986,"Religious","Other"
"14996","Catholic","Slightly Conservative",1986,"Religious","Other"
"14997","Protestant","Extrmly Conservative",1986,"Religious","Other"
"14998","Protestant","Moderate",1986,"Religious","Other"
"14999","Protestant","Moderate",1986,"Religious","Other"
"15000","Protestant","Slightly Conservative",1986,"Religious","Other"
"15001","Protestant","Conservative",1986,"Religious","Other"
"15002","Protestant","Moderate",1986,"Religious","Other"
"15003","Protestant","Conservative",1986,"Religious","Other"
"15004","Protestant","Conservative",1986,"Religious","Other"
"15005","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15006","Protestant","Moderate",1986,"Religious","Other"
"15007","Protestant","Slightly Conservative",1986,"Religious","Other"
"15008","Protestant","Moderate",1986,"Religious","Other"
"15009","Protestant","Extrmly Conservative",1986,"Religious","Other"
"15010","Protestant","Moderate",1986,"Religious","Other"
"15011","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15012","Protestant","Slightly Conservative",1986,"Religious","Other"
"15013","Protestant","Moderate",1986,"Religious","Other"
"15014","Protestant","Conservative",1986,"Religious","Other"
"15015","Protestant","Slightly Conservative",1986,"Religious","Other"
"15016","Protestant","Conservative",1986,"Religious","Other"
"15017","Protestant","Moderate",1986,"Religious","Other"
"15018","Protestant","Moderate",1986,"Religious","Other"
"15019","Protestant","Slightly Conservative",1986,"Religious","Other"
"15020","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15021","Protestant","Moderate",1986,"Religious","Other"
"15022","Protestant","Conservative",1986,"Religious","Other"
"15023","Catholic","Moderate",1986,"Religious","Other"
"15024","Protestant","Liberal",1986,"Religious","Liberal"
"15025","Protestant","Slightly Conservative",1986,"Religious","Other"
"15026","Protestant","Moderate",1986,"Religious","Other"
"15027","Protestant","Moderate",1986,"Religious","Other"
"15028","Protestant","Moderate",1986,"Religious","Other"
"15029","Protestant","Moderate",1986,"Religious","Other"
"15030","Protestant","Moderate",1986,"Religious","Other"
"15031","Protestant","Conservative",1986,"Religious","Other"
"15032","Protestant","Moderate",1986,"Religious","Other"
"15033","Protestant","Moderate",1986,"Religious","Other"
"15034","Protestant","Slightly Conservative",1986,"Religious","Other"
"15035","Protestant","Conservative",1986,"Religious","Other"
"15036","Protestant","Slightly Conservative",1986,"Religious","Other"
"15037","Catholic","Conservative",1986,"Religious","Other"
"15038","Catholic","Slightly Conservative",1986,"Religious","Other"
"15039","Protestant","Moderate",1986,"Religious","Other"
"15040","Protestant","Conservative",1986,"Religious","Other"
"15041","Catholic","Moderate",1986,"Religious","Other"
"15042","Protestant","Moderate",1986,"Religious","Other"
"15043","Catholic","Extrmly Conservative",1986,"Religious","Other"
"15044","Protestant","Moderate",1986,"Religious","Other"
"15045","Catholic","Moderate",1986,"Religious","Other"
"15046","Catholic","Moderate",1986,"Religious","Other"
"15047","Catholic","Slightly Conservative",1986,"Religious","Other"
"15048","Protestant","Conservative",1986,"Religious","Other"
"15049","Catholic","Slightly Conservative",1986,"Religious","Other"
"15050","Catholic","Slightly Conservative",1986,"Religious","Other"
"15051","Catholic","Moderate",1986,"Religious","Other"
"15052","Protestant","Moderate",1986,"Religious","Other"
"15053","Protestant","Conservative",1986,"Religious","Other"
"15054","Protestant","Moderate",1986,"Religious","Other"
"15055","Catholic","Moderate",1986,"Religious","Other"
"15056","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15057","Protestant","Moderate",1986,"Religious","Other"
"15058","Catholic","Moderate",1986,"Religious","Other"
"15059","None","Liberal",1986,"Non_religious","Liberal"
"15060","None","Moderate",1986,"Non_religious","Other"
"15061","Protestant","Conservative",1986,"Religious","Other"
"15062","Protestant","Conservative",1986,"Religious","Other"
"15063","Protestant","Moderate",1986,"Religious","Other"
"15064","Protestant","Slightly Conservative",1986,"Religious","Other"
"15065","Protestant","Conservative",1986,"Religious","Other"
"15066","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15067","Protestant","Slightly Conservative",1986,"Religious","Other"
"15068","Catholic","Conservative",1986,"Religious","Other"
"15069","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15070","Protestant","Slightly Conservative",1986,"Religious","Other"
"15071","Protestant","Conservative",1986,"Religious","Other"
"15072","Protestant","Moderate",1986,"Religious","Other"
"15073","Protestant","Moderate",1986,"Religious","Other"
"15074","None","Slightly Liberal",1986,"Non_religious","Liberal"
"15075","Catholic","Slightly Conservative",1986,"Religious","Other"
"15076","Protestant","Moderate",1986,"Religious","Other"
"15077","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15078","Protestant","Moderate",1986,"Religious","Other"
"15079","Protestant","Slightly Conservative",1986,"Religious","Other"
"15080","Protestant","Extrmly Conservative",1986,"Religious","Other"
"15081","Protestant","Moderate",1986,"Religious","Other"
"15082","Other","Moderate",1986,"Religious","Other"
"15083","Protestant","Moderate",1986,"Religious","Other"
"15084","Protestant","Moderate",1986,"Religious","Other"
"15085","Protestant","Slightly Conservative",1986,"Religious","Other"
"15086","Protestant","Slightly Conservative",1986,"Religious","Other"
"15087","Protestant","Moderate",1986,"Religious","Other"
"15088","Protestant","Conservative",1986,"Religious","Other"
"15089","Protestant","Moderate",1986,"Religious","Other"
"15090","Protestant","Moderate",1986,"Religious","Other"
"15091","Protestant","Moderate",1986,"Religious","Other"
"15092","Protestant","Moderate",1986,"Religious","Other"
"15093","Protestant","Moderate",1986,"Religious","Other"
"15094","Protestant","Moderate",1986,"Religious","Other"
"15095","Protestant","Conservative",1986,"Religious","Other"
"15096","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15097","Protestant","Moderate",1986,"Religious","Other"
"15098","Protestant","Moderate",1986,"Religious","Other"
"15099","None","Moderate",1986,"Non_religious","Other"
"15100","Protestant","Conservative",1986,"Religious","Other"
"15101","Protestant","Liberal",1986,"Religious","Liberal"
"15102","Protestant","Moderate",1986,"Religious","Other"
"15103","Protestant","Conservative",1986,"Religious","Other"
"15104","Protestant","Moderate",1986,"Religious","Other"
"15105","Protestant","Extrmly Conservative",1986,"Religious","Other"
"15106","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15107","Protestant","Slightly Conservative",1986,"Religious","Other"
"15108","Protestant","Slightly Conservative",1986,"Religious","Other"
"15109","Protestant","Conservative",1986,"Religious","Other"
"15110","Protestant","Conservative",1986,"Religious","Other"
"15111","Protestant","Moderate",1986,"Religious","Other"
"15112","Protestant","Moderate",1986,"Religious","Other"
"15113","Protestant","Conservative",1986,"Religious","Other"
"15114","Protestant","Slightly Conservative",1986,"Religious","Other"
"15115","Protestant","Slightly Conservative",1986,"Religious","Other"
"15116","Catholic","Moderate",1986,"Religious","Other"
"15117","Catholic","Extremely Liberal",1986,"Religious","Liberal"
"15118","Catholic","Moderate",1986,"Religious","Other"
"15119","Protestant","Conservative",1986,"Religious","Other"
"15120","Protestant","Moderate",1986,"Religious","Other"
"15121","Protestant","Moderate",1986,"Religious","Other"
"15122","Protestant","Extrmly Conservative",1986,"Religious","Other"
"15123","Protestant","Conservative",1986,"Religious","Other"
"15124","Protestant","Moderate",1986,"Religious","Other"
"15125","Protestant","Moderate",1986,"Religious","Other"
"15126","Catholic","Conservative",1986,"Religious","Other"
"15127","None","Moderate",1986,"Non_religious","Other"
"15128","Protestant","Slightly Conservative",1986,"Religious","Other"
"15129","Catholic","Liberal",1986,"Religious","Liberal"
"15130","Catholic","Slightly Liberal",1986,"Religious","Liberal"
"15131","Protestant","Liberal",1986,"Religious","Liberal"
"15132","Protestant","Moderate",1986,"Religious","Other"
"15133","Protestant","Moderate",1986,"Religious","Other"
"15134","Protestant","Conservative",1986,"Religious","Other"
"15135","Protestant","Moderate",1986,"Religious","Other"
"15136","Protestant","Conservative",1986,"Religious","Other"
"15137","Protestant","Slightly Conservative",1986,"Religious","Other"
"15138","Protestant","Conservative",1986,"Religious","Other"
"15139","Protestant","Conservative",1986,"Religious","Other"
"15140","None","Moderate",1986,"Non_religious","Other"
"15141","Protestant","Moderate",1986,"Religious","Other"
"15142","Protestant","Moderate",1986,"Religious","Other"
"15143","Protestant","Liberal",1986,"Religious","Liberal"
"15144","Protestant","Moderate",1986,"Religious","Other"
"15145","Protestant","Moderate",1986,"Religious","Other"
"15146","Protestant","Moderate",1986,"Religious","Other"
"15147","Protestant","Slightly Conservative",1986,"Religious","Other"
"15148","Protestant","Conservative",1986,"Religious","Other"
"15149","None","Moderate",1986,"Non_religious","Other"
"15150","Protestant","Moderate",1986,"Religious","Other"
"15151","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15152","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15153","Protestant","Liberal",1986,"Religious","Liberal"
"15154","Protestant","Moderate",1986,"Religious","Other"
"15155","Protestant","Conservative",1986,"Religious","Other"
"15156","Protestant","Moderate",1986,"Religious","Other"
"15157","Protestant","Moderate",1986,"Religious","Other"
"15158","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15159","Jewish","Liberal",1986,"Religious","Liberal"
"15160","Protestant","Moderate",1986,"Religious","Other"
"15161","Protestant","Conservative",1986,"Religious","Other"
"15162","Protestant","Conservative",1986,"Religious","Other"
"15163","Protestant","Conservative",1986,"Religious","Other"
"15164","Protestant","Conservative",1986,"Religious","Other"
"15165","Protestant","Moderate",1986,"Religious","Other"
"15166","Protestant","Moderate",1986,"Religious","Other"
"15167","Protestant","Moderate",1986,"Religious","Other"
"15168","Protestant","Slightly Conservative",1986,"Religious","Other"
"15169","None","Slightly Liberal",1986,"Non_religious","Liberal"
"15170","Protestant","Slightly Conservative",1986,"Religious","Other"
"15171","Protestant","Moderate",1986,"Religious","Other"
"15172","Protestant","Moderate",1986,"Religious","Other"
"15173","Protestant","Moderate",1986,"Religious","Other"
"15174","Protestant","Liberal",1986,"Religious","Liberal"
"15175","Catholic","Slightly Conservative",1986,"Religious","Other"
"15176","Protestant","Slightly Conservative",1986,"Religious","Other"
"15177","Catholic","Liberal",1986,"Religious","Liberal"
"15178","Protestant","Moderate",1986,"Religious","Other"
"15179","Protestant","Slightly Conservative",1986,"Religious","Other"
"15180","Protestant","Slightly Conservative",1986,"Religious","Other"
"15181","Protestant","Moderate",1986,"Religious","Other"
"15182","Protestant","Conservative",1986,"Religious","Other"
"15183","None","Liberal",1986,"Non_religious","Liberal"
"15184","Protestant","Liberal",1986,"Religious","Liberal"
"15185","Protestant","Liberal",1986,"Religious","Liberal"
"15186","Protestant","Liberal",1986,"Religious","Liberal"
"15187","Protestant","Conservative",1986,"Religious","Other"
"15188","Protestant","Moderate",1986,"Religious","Other"
"15189","Catholic","Slightly Liberal",1986,"Religious","Liberal"
"15190","Protestant","Slightly Conservative",1986,"Religious","Other"
"15191","Protestant","Conservative",1986,"Religious","Other"
"15192","None","Slightly Liberal",1986,"Non_religious","Liberal"
"15193","Protestant","Extrmly Conservative",1986,"Religious","Other"
"15194","Protestant","Moderate",1986,"Religious","Other"
"15195","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15196","Protestant","Moderate",1986,"Religious","Other"
"15197","Protestant","Conservative",1986,"Religious","Other"
"15198","Protestant","Moderate",1986,"Religious","Other"
"15199","None","Slightly Conservative",1986,"Non_religious","Other"
"15200","Protestant","Liberal",1986,"Religious","Liberal"
"15201","Protestant","Moderate",1986,"Religious","Other"
"15202","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15203","Protestant","Slightly Conservative",1986,"Religious","Other"
"15204","Protestant","Moderate",1986,"Religious","Other"
"15205","Protestant","Liberal",1986,"Religious","Liberal"
"15206","None","Moderate",1986,"Non_religious","Other"
"15207","Protestant","Moderate",1986,"Religious","Other"
"15208","None","Moderate",1986,"Non_religious","Other"
"15209","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15210","Protestant","Conservative",1986,"Religious","Other"
"15211","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15212","Protestant","Moderate",1986,"Religious","Other"
"15213","Protestant","Moderate",1986,"Religious","Other"
"15214","Protestant","Moderate",1986,"Religious","Other"
"15215","Protestant","Slightly Conservative",1986,"Religious","Other"
"15216","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15217","Protestant","Conservative",1986,"Religious","Other"
"15218","None","Liberal",1986,"Non_religious","Liberal"
"15219","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15220","Protestant","Slightly Conservative",1986,"Religious","Other"
"15221","Catholic","Conservative",1986,"Religious","Other"
"15222","Protestant","Slightly Conservative",1986,"Religious","Other"
"15223","Protestant","Extrmly Conservative",1986,"Religious","Other"
"15224","Catholic","Moderate",1986,"Religious","Other"
"15225","Catholic","Slightly Conservative",1986,"Religious","Other"
"15226","Protestant","Conservative",1986,"Religious","Other"
"15227","None","Extrmly Conservative",1986,"Non_religious","Other"
"15228","Protestant","Conservative",1986,"Religious","Other"
"15229","Protestant","Conservative",1986,"Religious","Other"
"15230","Protestant","Slightly Conservative",1986,"Religious","Other"
"15231","Protestant","Conservative",1986,"Religious","Other"
"15232","None","Moderate",1986,"Non_religious","Other"
"15233","None","Slightly Conservative",1986,"Non_religious","Other"
"15234","Protestant","Conservative",1986,"Religious","Other"
"15235","Protestant","Slightly Conservative",1986,"Religious","Other"
"15236","Protestant","Moderate",1986,"Religious","Other"
"15237","Catholic","Moderate",1986,"Religious","Other"
"15238","Protestant","Moderate",1986,"Religious","Other"
"15239","Protestant","Slightly Conservative",1986,"Religious","Other"
"15240","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15241","Catholic","Moderate",1986,"Religious","Other"
"15242","None","Slightly Liberal",1986,"Non_religious","Liberal"
"15243","Catholic","Moderate",1986,"Religious","Other"
"15244","Catholic","Moderate",1986,"Religious","Other"
"15245","Catholic","Moderate",1986,"Religious","Other"
"15246","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15247","Catholic","Liberal",1986,"Religious","Liberal"
"15248","Catholic","Moderate",1986,"Religious","Other"
"15249","Catholic","Moderate",1986,"Religious","Other"
"15250","Protestant","Liberal",1986,"Religious","Liberal"
"15251","Protestant","Moderate",1986,"Religious","Other"
"15252","Catholic","Slightly Liberal",1986,"Religious","Liberal"
"15253","Protestant","Moderate",1986,"Religious","Other"
"15254","Catholic","Extremely Liberal",1986,"Religious","Liberal"
"15255","Catholic","Conservative",1986,"Religious","Other"
"15256","Catholic","Extrmly Conservative",1986,"Religious","Other"
"15257","Catholic","Moderate",1986,"Religious","Other"
"15258","Protestant","Slightly Liberal",1986,"Religious","Liberal"
"15259","Catholic","Moderate",1986,"Religious","Other"
"15260","Protestant","Moderate",1986,"Religious","Other"
"15261","Protestant","Slightly Conservative",1986,"Religious","Other"
"15262","Jewish","Slightly Conservative",1986,"Religious","Other"
"15263","Protestant","Moderate",1986,"Religious","Other"
"15264","Protestant","Moderate",1986,"Religious","Other"
"15265","Protestant","Conservative",1986,"Religious","Other"
"15266","Protestant","Slightly Conservative",1986,"Religious","Other"
"15267","Protestant","Slightly Conservative",1986,"Religious","Other"
"15268","Protestant","Moderate",1986,"Religious","Other"
"15269","Protestant","Moderate",1986,"Religious","Other"
"15270","Protestant","Slightly Conservative",1986,"Religious","Other"
"15271","Protestant","Moderate",1986,"Religious","Other"
"15272","None","Liberal",1987,"Non_religious","Liberal"
"15273","Catholic","Liberal",1987,"Religious","Liberal"
"15274","None","Moderate",1987,"Non_religious","Other"
"15275","Jewish","Liberal",1987,"Religious","Liberal"
"15276","None","Extremely Liberal",1987,"Non_religious","Liberal"
"15277","None","Slightly Conservative",1987,"Non_religious","Other"
"15278","Protestant","Moderate",1987,"Religious","Other"
"15279","Protestant","Moderate",1987,"Religious","Other"
"15280","Protestant","Slightly Liberal",1987,"Religious","Liberal"
"15281","Protestant","Slightly Liberal",1987,"Religious","Liberal"
"15282","Catholic","Moderate",1987,"Religious","Other"
"15283","Catholic","Conservative",1987,"Religious","Other"
"15284","Protestant","Slightly Liberal",1987,"Religious","Liberal"
"15285","Other","Slightly Liberal",1987,"Religious","Liberal"
"15286","None","Moderate",1987,"Non_religious","Other"
"15287","None","Moderate",1987,"Non_religious","Other"
"15288","Catholic","Moderate",1987,"Religious","Other"
"15289","Catholic","Moderate",1987,"Religious","Other"
"15290","Catholic","Slightly Conservative",1987,"Religious","Other"
"15291","Protestant","Liberal",1987,"Religious","Liberal"
"15292","Catholic","Slightly Conservative",1987,"Religious","Other"
"15293","Catholic","Slightly Liberal",1987,"Religious","Liberal"
"15294","Catholic","Extremely Liberal",1987,"Religious","Liberal"
"15295","Catholic","Slightly Liberal",1987,"Religious","Liberal"
"15296","Protestant","Liberal",1987,"Religious","Liberal"
"15297","Catholic","Moderate",1987,"Religious","Other"
"15298","None","Liberal",1987,"Non_religious","Liberal"
"15299","Protestant","Moderate",1987,"Religious","Other"
"15300","Catholic","Conservative",1987,"Religious","Other"
"15301","None","Liberal",1987,"Non_religious","Liberal"
"15302","Protestant","Moderate",1987,"Religious","Other"
"15303","Protestant","Moderate",1987,"Religious","Other"
"15304","Protestant","Liberal",1987,"Religious","Liberal"
"15305","Catholic","Liberal",1987,"Religious","Liberal"
"15306","Catholic","Moderate",1987,"Religious","Other"
"15307","Catholic","Moderate",1987,"Religious","Other"
"15308","Catholic","Moderate",1987,"Religious","Other"
"15309","Catholic","Extrmly Conservative",1987,"Religious","Other"
"15310","None","Moderate",1987,"Non_religious","Other"
"15311","Catholic","Liberal",1987,"Religious","Liberal"
"15312","Other","Liberal",1987,"Religious","Liberal"
"15313","Protestant","Slightly Conservative",1987,"Religious","Other"
"15314","Catholic","Conservative",1987,"Religious","Other"
"15315","Catholic","Slightly Conservative",1987,"Religious","Other"
"15316","Protestant","Slightly Liberal",1987,"Religious","Liberal"
"15317","Protestant","Moderate",1987,"Religious","Other"
"15318","Protestant","Moderate",1987,"Religious","Other"
"15319","Protestant","Moderate",1987,"Religious","Other"
"15320","None","Liberal",1987,"Non_religious","Liberal"
"15321","Protestant","Slightly Conservative",1987,"Religious","Other"
"15322","Catholic","Slightly Liberal",1987,"Religious","Liberal"
"15323","None","Slightly Conservative",1987,"Non_religious","Other"
"15324","Other","Liberal",1987,"Religious","Liberal"
"15325","None","Liberal",1987,"Non_religious","Liberal"
"15326","Protestant","Conservative",1987,"Religious","Other"
"15327","Jewish","Extremely Liberal",1987,"Religious","Liberal"
"15328","Protestant","Moderate",1987,"Religious","Other"
"15329","Protestant","Conservative",1987,"Religious","Other"
"15330","Catholic","Moderate",1987,"Religious","Other"
"15331","Other","Moderate",1987,"Religious","Other"
"15332","Other","Moderate",1987,"Religious","Other"
"15333","Protestant","Moderate",1987,"Religious","Other"
"15334","Catholic","Liberal",1987,"Religious","Liberal"
"15335","None","Liberal",1987,"Non_religious","Liberal"
"15336","Catholic","Moderate",1987,"Religious","Other"
"15337","Other","Conservative",1987,"Religious","Other"
"15338","Protestant","Slightly Conservative",1987,"Religious","Other"
"15339","None","Liberal",1987,"Non_religious","Liberal"
"15340","Protestant","Extremely Liberal",1987,"Religious","Liberal"
"15341","Catholic","Liberal",1987,"Religious","Liberal"
"15342","Catholic","Moderate",1987,"Religious","Other"
"15343","Catholic","Conservative",1987,"Religious","Other"
"15344","Catholic","Liberal",1987,"Religious","Liberal"
"15345","Catholic","Moderate",1987,"Religious","Other"
"15346","Protestant","Moderate",1987,"Religious","Other"
"15347","None","Moderate",1987,"Non_religious","Other"
"15348","Protestant","Moderate",1987,"Religious","Other"
"15349","None","Moderate",1987,"Non_religious","Other"
"15350","Protestant","Slightly Liberal",1987,"Religious","Liberal"
"15351","Protestant","Moderate",1987,"Religious","Other"
"15352","Catholic","Slightly Conservative",1987,"Religious","Other"
"15353","Catholic","Moderate",1987,"Religious","Other"
"15354","None","Conservative",1987,"Non_religious","Other"
"15355","Protestant","Conservative",1987,"Religious","Other"
"15356","Catholic","Moderate",1987,"Religious","Other"
"15357","Protestant","Conservative",1987,"Religious","Other"
"15358","Protestant","Slightly Conservative",1987,"Religious","Other"
"15359","None","Moderate",1987,"Non_religious","Other"
